last_name,first_name,id,session,party_name,party_id,gender,birth,death,fylke_name,fylke_id,version,party_version,fylke_version
Meling,Siri A.,SME,2013-2017,Høyre,H,kvinne,1963-02-08T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Myrli,Sverre,SMY,2013-2017,Arbeiderpartiet,A,mann,1971-08-26T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Valen,Snorre Serigstad,SNV,2013-2017,Sosialistisk Venstreparti,SV,mann,1984-09-16T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Mandt,Sonja,SOM,2013-2017,Arbeiderpartiet,A,kvinne,1960-03-29T00:00:00,0001-01-01T00:00:00,Vestfold,Ve,1.3,1.3,1.3
Hansen,Svein Roald,SRH,2013-2017,Arbeiderpartiet,A,mann,1949-08-20T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Heggelund,Stefan,STMH,2013-2017,Høyre,H,mann,1984-10-08T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Håheim,Stine Renate,STRH,2013-2017,Arbeiderpartiet,A,kvinne,1984-05-13T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Rotevatn,Sveinung,SVR,2013-2017,Venstre,V,mann,1987-05-15T00:00:00,0001-01-01T00:00:00,Sogn og Fjordane,SF,1.3,1.3,1.3
Graham,Sylvi,SYG,2013-2017,Høyre,H,kvinne,1951-12-17T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Johnsen,Tor André,TAJ,2013-2017,Fremskrittspartiet,FrP,mann,1968-11-25T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Breivik,Terje,TEB,2013-2017,Venstre,V,mann,1965-03-24T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Aasland,Terje,TELA,2013-2017,Arbeiderpartiet,A,mann,1965-02-15T00:00:00,0001-01-01T00:00:00,Telemark,Te,1.3,1.3,1.3
Giske,Trond,TG,2013-2017,Arbeiderpartiet,A,mann,1966-11-07T00:00:00,0001-01-01T00:00:00,Sør-Trøndelag,ST,1.3,1.3,1.3
Bru,Tina,TIB,2013-2017,Høyre,H,kvinne,1986-04-18T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Fylkesnes,Torgeir Knag,TKF,2013-2017,Sosialistisk Venstreparti,SV,mann,1975-06-04T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Knutsen,Tove Karoline,TKK,2013-2017,Arbeiderpartiet,A,kvinne,1951-01-14T00:00:00,0001-01-01T00:00:00,Troms,Tr,1.3,1.3,1.3
Micaelsen,Torgeir,TMI,2013-2017,Arbeiderpartiet,A,mann,1979-05-20T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Sønsterud,Tone Merete,TMS,2013-2017,Arbeiderpartiet,A,kvinne,1959-05-17T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Vedum,Trygve Slagsvold,TMV,2013-2017,Senterpartiet,Sp,mann,1978-12-01T00:00:00,0001-01-01T00:00:00,Hedmark,He,1.3,1.3,1.3
Eidsheim,Torill,TOE,2013-2017,Høyre,H,kvinne,1970-04-08T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Hagebakken,Tore,TOHA,2013-2017,Arbeiderpartiet,A,mann,1961-01-08T00:00:00,0001-01-01T00:00:00,Oppland,Op,1.3,1.3,1.3
Isaksen,Torbjørn Røe,TRI,2013-2017,Høyre,H,mann,1978-07-28T00:00:00,0001-01-01T00:00:00,Telemark,Te,1.3,1.3,1.3
Helleland,Trond,TROH,2013-2017,Høyre,H,mann,1962-07-10T00:00:00,0001-01-01T00:00:00,Buskerud,Bu,1.3,1.3,1.3
Grande,Trine Skei,TSG,2013-2017,Venstre,V,kvinne,1969-10-02T00:00:00,0001-01-01T00:00:00,Oslo,Os,1.3,1.3,1.3
Solberg,Torstein Tvedt,TTS,2013-2017,Arbeiderpartiet,A,mann,1985-03-02T00:00:00,0001-01-01T00:00:00,Rogaland,Ro,1.3,1.3,1.3
Trøen,Tone Wilhelmsen,TWT,2013-2017,Høyre,H,kvinne,1966-02-23T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
Leirstein,Ulf,UIL,2013-2017,Fremskrittspartiet,FrP,mann,1973-06-30T00:00:00,0001-01-01T00:00:00,Østfold,Øs,1.3,1.3,1.3
Halleraker,Øyvind,ØYVH,2013-2017,Høyre,H,mann,1951-10-27T00:00:00,0001-01-01T00:00:00,Hordaland,Ho,1.3,1.3,1.3
Grande,Arild,AAST,2013-2017,Arbeiderpartiet,A,mann,1978-04-05T00:00:00,0001-01-01T00:00:00,Nord-Trøndelag,NT,1.3,1.3,1.3
Aukrust,Åsmund,AAUK,2013-2017,Arbeiderpartiet,A,mann,1985-02-28T00:00:00,0001-01-01T00:00:00,Akershus,Ak,1.3,1.3,1.3
